interaccion_id,cliente_id,canal_id,fecha_id,motivo,resuelto_1ra,duracion_seg,agente_id,escalado
538,67,1,20250525,Crédito,0,659,28,0
539,103,4,20250414,Consulta saldo,1,778,24,0
540,347,1,20250129,Consulta saldo,0,34,41,0
541,258,4,20250223,Consulta saldo,1,632,20,0
542,373,3,20250203,Consulta saldo,1,562,39,0
543,462,2,20250511,Consulta saldo,1,531,23,0
544,117,4,20250206,Bloqueo tarjeta,0,259,47,0
545,365,1,20250224,Consulta saldo,1,696,3,0
546,305,2,20250429,Transferencias,0,79,43,1
547,281,3,20250102,Bloqueo tarjeta,1,288,31,0
548,216,1,20250605,Consulta saldo,1,707,7,0
549,426,1,20250617,Consulta saldo,1,137,33,0
550,102,1,20250620,Consulta saldo,1,653,13,0
551,152,2,20250327,Transferencias,1,194,3,0
552,121,4,20250516,Bloqueo tarjeta,1,32,1,0
553,77,4,20250603,Transferencias,0,122,50,0
554,152,1,20250624,Consulta saldo,1,300,30,0
555,185,3,20250104,Crédito,0,850,44,1
556,437,1,20250604,Consulta saldo,0,171,43,0
557,376,4,20250312,Consulta saldo,0,125,24,0
558,198,2,20250204,Consulta saldo,0,736,31,0
559,31,3,20250629,Transferencias,1,894,11,0
560,225,4,20250114,Transferencias,1,215,40,0
561,430,1,20250425,Transferencias,1,774,9,0
562,33,2,20250430,Bloqueo tarjeta,0,297,42,1
563,290,3,20250628,Transferencias,0,259,43,0
564,373,3,20250517,Bloqueo tarjeta,1,284,31,0
565,286,3,20250322,Crédito,1,657,4,0
566,254,4,20250121,Bloqueo tarjeta,1,199,5,0
567,115,1,20250411,Consulta saldo,0,593,42,1
568,439,2,20250203,Bloqueo tarjeta,0,540,29,1
569,286,2,20250424,Bloqueo tarjeta,1,592,1,0
570,261,2,20250126,Consulta saldo,1,605,14,0
571,419,2,20250622,Crédito,1,258,30,0
572,187,3,20250318,Crédito,1,763,29,0
573,425,3,20250104,Bloqueo tarjeta,1,678,19,0
574,253,1,20250517,Inversiones,1,173,46,0
575,62,2,20250624,Consulta saldo,1,432,14,0
576,213,3,20250427,Consulta saldo,1,77,41,0
577,302,1,20250619,Bloqueo tarjeta,0,546,9,0
578,300,3,20250117,Bloqueo tarjeta,1,524,33,0
579,199,2,20250223,Consulta saldo,1,703,39,0
580,312,1,20250529,Bloqueo tarjeta,0,739,49,1
581,212,4,20250411,Consulta saldo,1,646,45,0
582,365,1,20250617,Inversiones,1,784,36,0
583,177,1,20250607,Consulta saldo,1,718,9,0
584,327,4,20250621,Transferencias,1,360,46,0
585,342,1,20250125,Transferencias,1,757,27,0
586,217,4,20250624,Inversiones,1,857,1,0
587,103,1,20250504,Transferencias,1,303,49,0
588,402,3,20250210,Consulta saldo,1,332,14,0
589,346,1,20250502,Transferencias,1,787,36,0
590,408,2,20250224,Bloqueo tarjeta,1,847,45,0
591,490,2,20250323,Bloqueo tarjeta,0,837,44,1
592,400,1,20250502,Transferencias,1,483,15,0
593,379,3,20250623,Transferencias,1,647,13,0
594,96,1,20250607,Transferencias,1,207,48,0
595,67,1,20250504,Transferencias,1,194,38,0
596,79,1,20250301,Consulta saldo,1,360,39,0
597,252,4,20250125,Transferencias,1,838,37,0
598,490,1,20250512,Bloqueo tarjeta,1,218,34,0
599,48,2,20250126,Transferencias,1,387,15,0
600,386,1,20250222,Consulta saldo,1,663,34,0
601,343,3,20250418,Consulta saldo,0,384,29,1
602,454,4,20250620,Consulta saldo,1,358,25,0
603,265,1,20250113,Consulta saldo,1,871,50,0
604,460,3,20250317,Consulta saldo,1,697,13,0
605,396,1,20250317,Reclamo,1,580,35,0
606,443,1,20250121,Crédito,1,731,28,0
607,397,2,20250107,Reclamo,1,475,42,0
608,20,3,20250124,Crédito,1,119,5,0
609,117,3,20250106,Transferencias,1,294,27,0
610,345,2,20250415,Consulta saldo,1,151,35,0
611,24,3,20250121,Crédito,1,747,5,0
612,311,2,20250330,Transferencias,1,118,19,0
613,274,2,20250413,Bloqueo tarjeta,1,255,9,0
614,325,3,20250613,Consulta saldo,0,177,20,0
615,285,1,20250621,Transferencias,0,174,8,1
616,108,2,20250520,Consulta saldo,1,796,48,0
617,73,1,20250612,Crédito,0,194,12,1
618,28,1,20250307,Transferencias,1,799,36,0
619,51,2,20250421,Consulta saldo,1,232,47,0
620,121,4,20250516,Transferencias,1,132,19,0
621,316,4,20250503,Bloqueo tarjeta,1,705,20,0
622,491,1,20250619,Crédito,1,468,11,0
623,224,1,20250111,Crédito,1,313,24,0
624,184,3,20250222,Bloqueo tarjeta,0,823,20,0
625,424,2,20250106,Consulta saldo,1,173,35,0
626,457,3,20250209,Crédito,1,49,33,0
627,109,3,20250601,Crédito,1,67,36,0
628,77,4,20250318,Transferencias,1,404,26,0
629,257,2,20250225,Consulta saldo,0,552,6,1
630,315,2,20250501,Crédito,0,730,11,0
631,447,1,20250215,Transferencias,1,179,48,0
632,119,4,20250616,Crédito,1,94,17,0
633,185,1,20250308,Inversiones,1,427,31,0
634,361,1,20250429,Bloqueo tarjeta,0,563,41,0
635,194,2,20250609,Bloqueo tarjeta,1,404,38,0
636,465,3,20250629,Bloqueo tarjeta,1,258,34,0
637,455,3,20250412,Crédito,1,648,1,0
638,330,1,20250529,Consulta saldo,1,317,14,0
639,339,1,20250206,Crédito,1,265,27,0
640,303,1,20250324,Bloqueo tarjeta,1,195,42,0
641,69,1,20250401,Transferencias,1,674,33,0
642,93,2,20250129,Consulta saldo,1,559,26,0
643,421,2,20250519,Crédito,0,320,6,1
644,308,4,20250516,Crédito,1,176,38,0
645,176,2,20250220,Crédito,1,494,39,0
646,104,1,20250503,Consulta saldo,1,565,33,0
647,462,3,20250614,Consulta saldo,1,659,39,0
648,247,3,20250129,Consulta saldo,1,705,9,0
649,333,3,20250518,Crédito,0,471,34,0
650,405,2,20250123,Crédito,1,817,25,0
651,295,3,20250319,Crédito,0,130,28,1
652,449,1,20250425,Consulta saldo,0,586,27,1
653,267,3,20250123,Bloqueo tarjeta,1,37,25,0
654,80,3,20250607,Bloqueo tarjeta,1,466,42,0
655,314,1,20250509,Transferencias,1,312,44,0
656,92,1,20250425,Transferencias,1,409,36,0
657,362,1,20250516,Bloqueo tarjeta,1,437,48,0
658,401,4,20250228,Consulta saldo,1,746,11,0
659,315,2,20250107,Crédito,0,743,44,0
660,75,4,20250213,Consulta saldo,1,512,39,0
661,20,1,20250403,Consulta saldo,1,771,25,0
662,30,2,20250420,Reclamo,1,822,12,0
663,412,2,20250616,Transferencias,1,560,19,0
664,315,3,20250202,Transferencias,1,203,44,0
665,142,1,20250112,Consulta saldo,1,828,26,0
666,378,2,20250322,Bloqueo tarjeta,1,750,5,0
667,179,1,20250118,Inversiones,0,385,18,1
668,209,4,20250215,Consulta saldo,1,548,7,0
669,263,2,20250503,Consulta saldo,1,293,35,0
670,395,3,20250509,Transferencias,0,279,49,1
671,60,2,20250422,Consulta saldo,1,294,5,0
672,410,3,20250421,Transferencias,1,353,27,0
673,148,2,20250317,Consulta saldo,1,125,26,0
674,244,3,20250624,Cuenta nueva,1,351,23,0
675,466,1,20250219,Transferencias,0,224,32,0
676,428,1,20250224,Consulta saldo,1,285,40,0
677,490,3,20250305,Consulta saldo,1,709,32,0
678,247,3,20250501,Consulta saldo,1,410,40,0
679,141,4,20250316,Transferencias,0,532,12,0
680,270,2,20250509,Consulta saldo,0,848,28,0
681,90,2,20250502,Transferencias,1,498,8,0
682,108,2,20250617,Consulta saldo,1,418,38,0
683,135,1,20250111,Consulta saldo,0,272,18,0
684,359,1,20250511,Consulta saldo,1,800,24,0
685,295,2,20250328,Transferencias,1,732,15,0
686,196,1,20250124,Bloqueo tarjeta,1,230,10,0
687,69,2,20250605,Bloqueo tarjeta,1,899,41,0
688,288,3,20250518,Consulta saldo,0,611,4,1
689,323,1,20250606,Bloqueo tarjeta,0,128,29,0
690,177,1,20250312,Crédito,1,50,27,0
691,295,4,20250112,Consulta saldo,0,695,42,0
692,229,1,20250312,Crédito,1,110,25,0
693,328,2,20250510,Inversiones,0,857,22,0
694,176,2,20250519,Consulta saldo,0,263,21,1
695,228,1,20250323,Consulta saldo,1,829,24,0
696,438,2,20250619,Consulta saldo,1,53,9,0
697,41,2,20250608,Transferencias,0,245,11,1
698,395,4,20250103,Consulta saldo,1,436,34,0
699,454,1,20250104,Transferencias,1,429,20,0
700,270,3,20250208,Consulta saldo,1,888,11,0
701,244,2,20250102,Bloqueo tarjeta,0,508,35,0
702,303,1,20250515,Transferencias,0,641,30,0
703,159,2,20250629,Transferencias,1,385,31,0
704,134,3,20250508,Bloqueo tarjeta,1,189,20,0
705,147,2,20250101,Consulta saldo,0,510,35,1
706,150,2,20250425,Bloqueo tarjeta,1,641,15,0
707,203,1,20250118,Transferencias,1,285,11,0
708,41,2,20250624,Consulta saldo,0,462,41,1
709,273,3,20250526,Transferencias,1,858,18,0
710,327,4,20250407,Consulta saldo,1,496,40,0
711,78,3,20250409,Bloqueo tarjeta,1,80,35,0
712,225,4,20250106,Consulta saldo,1,774,1,0
713,160,1,20250203,Bloqueo tarjeta,1,834,32,0
714,385,3,20250315,Consulta saldo,1,179,4,0
715,459,2,20250325,Consulta saldo,1,891,17,0
716,198,1,20250427,Crédito,0,819,29,1
717,107,2,20250107,Bloqueo tarjeta,0,514,25,0
718,480,1,20250330,Consulta saldo,1,592,34,0
719,27,2,20250109,Bloqueo tarjeta,1,712,14,0
720,142,2,20250108,Consulta saldo,1,628,8,0
721,354,1,20250426,Transferencias,0,516,45,0
722,317,1,20250325,Consulta saldo,1,376,49,0
723,406,1,20250602,Transferencias,1,139,9,0
724,178,1,20250408,Transferencias,1,854,29,0
725,129,1,20250607,Crédito,1,70,32,0
726,291,2,20250615,Bloqueo tarjeta,1,221,35,0
727,469,3,20250311,Crédito,1,597,11,0
728,188,1,20250117,Consulta saldo,1,494,1,0
729,439,1,20250617,Consulta saldo,1,402,50,0
730,420,1,20250508,Reclamo,1,426,13,0
731,166,2,20250522,Transferencias,1,449,42,0
732,481,1,20250304,Consulta saldo,1,162,12,0
733,329,1,20250107,Consulta saldo,1,886,25,0
734,188,2,20250616,Consulta saldo,1,256,39,0
735,476,1,20250603,Transferencias,0,882,6,0
736,421,1,20250602,Inversiones,0,407,46,1
737,40,2,20250509,Crédito,1,251,34,0
738,270,3,20250104,Consulta saldo,1,702,16,0
739,383,4,20250521,Transferencias,1,138,50,0
740,453,1,20250619,Transferencias,1,136,11,0
741,308,2,20250218,Consulta saldo,1,483,23,0
742,392,4,20250318,Bloqueo tarjeta,1,678,28,0
743,393,2,20250611,Consulta saldo,1,593,48,0
744,372,4,20250312,Bloqueo tarjeta,1,65,19,0
745,154,2,20250501,Consulta saldo,0,257,14,0
746,284,3,20250125,Consulta saldo,1,553,36,0
747,80,2,20250530,Bloqueo tarjeta,1,171,17,0
748,48,2,20250329,Crédito,1,614,26,0
749,248,1,20250530,Bloqueo tarjeta,1,207,32,0
750,154,2,20250623,Transferencias,0,68,47,0
751,451,3,20250403,Bloqueo tarjeta,0,866,28,0
752,476,3,20250128,Crédito,0,41,41,0
753,77,1,20250402,Transferencias,1,364,33,0
754,498,1,20250608,Otro,1,486,49,0
755,202,2,20250519,Consulta saldo,1,181,9,0
756,135,2,20250303,Transferencias,0,117,26,0
757,203,3,20250605,Consulta saldo,1,697,37,0
758,37,2,20250218,Consulta saldo,1,302,50,0
759,212,3,20250411,Consulta saldo,1,463,24,0
760,157,1,20250307,Consulta saldo,1,203,23,0
761,23,4,20250527,Consulta saldo,1,867,15,0
762,58,1,20250222,Crédito,0,787,4,1
763,176,1,20250530,Consulta saldo,0,740,8,1
764,280,1,20250401,Consulta saldo,0,565,49,1
765,10,3,20250420,Transferencias,1,415,38,0
766,405,1,20250617,Consulta saldo,1,743,40,0
767,339,2,20250302,Consulta saldo,0,307,43,0
768,333,4,20250612,Inversiones,1,425,15,0
769,444,4,20250417,Bloqueo tarjeta,1,641,35,0
770,365,1,20250106,Transferencias,0,52,3,1
771,178,1,20250510,Consulta saldo,1,730,23,0
772,142,1,20250321,Reclamo,0,861,4,0
773,486,4,20250429,Cuenta nueva,0,316,15,1
774,348,1,20250422,Bloqueo tarjeta,1,657,41,0
775,160,2,20250608,Bloqueo tarjeta,1,649,22,0
776,351,1,20250418,Transferencias,1,849,13,0
777,221,3,20250210,Inversiones,0,818,10,0
778,369,1,20250530,Transferencias,1,151,12,0
779,451,4,20250327,Crédito,1,453,27,0
780,379,3,20250315,Transferencias,0,310,10,0
781,137,1,20250105,Transferencias,0,650,37,0
782,400,1,20250508,Consulta saldo,1,518,9,0
783,437,2,20250528,Bloqueo tarjeta,1,426,32,0
784,497,1,20250405,Bloqueo tarjeta,1,45,18,0
785,34,3,20250408,Crédito,0,211,29,0
786,208,1,20250423,Consulta saldo,1,824,3,0
787,481,3,20250524,Bloqueo tarjeta,1,790,37,0
788,267,2,20250518,Crédito,0,141,29,0
789,377,4,20250129,Bloqueo tarjeta,1,70,36,0
790,226,3,20250417,Consulta saldo,0,437,20,0
791,354,1,20250315,Inversiones,1,559,10,0
792,93,2,20250427,Bloqueo tarjeta,1,827,38,0
793,92,1,20250618,Bloqueo tarjeta,1,494,38,0
794,355,1,20250629,Consulta saldo,1,694,46,0
795,325,3,20250223,Transferencias,1,401,6,0
796,487,2,20250523,Bloqueo tarjeta,0,193,25,0
797,442,1,20250125,Inversiones,1,183,11,0
798,374,3,20250206,Consulta saldo,1,817,29,0
799,2,1,20250321,Reclamo,0,667,49,1
800,452,4,20250416,Consulta saldo,1,535,16,0
801,308,2,20250219,Bloqueo tarjeta,1,644,1,0
802,107,1,20250218,Crédito,1,80,12,0
803,342,2,20250202,Crédito,1,621,39,0
804,92,4,20250311,Bloqueo tarjeta,1,195,44,0
805,288,2,20250320,Transferencias,1,211,30,0
806,166,1,20250619,Crédito,1,407,25,0
807,69,2,20250125,Consulta saldo,1,154,45,0
808,314,2,20250311,Transferencias,1,89,7,0
809,371,4,20250524,Consulta saldo,1,735,39,0
810,295,2,20250610,Consulta saldo,0,668,23,0
811,414,2,20250519,Bloqueo tarjeta,1,214,40,0
812,239,1,20250223,Consulta saldo,1,670,8,0
813,24,1,20250628,Bloqueo tarjeta,1,371,23,0
814,145,2,20250526,Consulta saldo,1,290,5,0
815,352,2,20250310,Consulta saldo,1,371,22,0
816,100,2,20250424,Crédito,0,368,22,0
817,80,2,20250430,Consulta saldo,1,672,30,0
818,381,1,20250529,Bloqueo tarjeta,0,87,34,1
819,351,1,20250622,Consulta saldo,1,369,23,0
820,321,1,20250105,Reclamo,1,577,11,0
821,385,2,20250520,Inversiones,1,345,46,0
822,122,1,20250323,Bloqueo tarjeta,1,410,29,0
823,20,2,20250307,Bloqueo tarjeta,1,826,13,0
824,79,2,20250115,Inversiones,0,224,22,0
825,447,2,20250628,Consulta saldo,0,130,34,0
826,268,3,20250207,Crédito,1,148,1,0
827,171,1,20250330,Inversiones,0,508,3,1
828,457,1,20250624,Bloqueo tarjeta,1,244,21,0
829,344,1,20250207,Crédito,1,150,18,0
830,264,1,20250206,Transferencias,1,134,14,0
831,412,2,20250512,Cuenta nueva,1,320,37,0
832,228,1,20250206,Bloqueo tarjeta,1,81,9,0
833,45,4,20250116,Bloqueo tarjeta,1,466,26,0
834,359,2,20250223,Crédito,1,486,40,0
835,415,1,20250310,Crédito,1,576,6,0
836,240,1,20250419,Inversiones,0,129,30,1
837,74,3,20250623,Cuenta nueva,1,661,17,0
838,441,1,20250313,Bloqueo tarjeta,0,362,30,0
839,145,1,20250116,Crédito,1,816,23,0
840,408,1,20250519,Crédito,1,139,21,0
841,303,1,20250521,Bloqueo tarjeta,1,453,16,0
842,175,2,20250508,Bloqueo tarjeta,0,243,45,0
843,340,3,20250419,Consulta saldo,1,715,5,0
844,306,3,20250630,Consulta saldo,0,504,21,0
845,351,1,20250406,Transferencias,1,863,39,0
846,419,2,20250411,Consulta saldo,1,172,38,0
847,273,1,20250626,Consulta saldo,1,328,25,0
848,154,2,20250519,Inversiones,1,613,44,0
849,177,4,20250330,Reclamo,1,121,38,0
850,151,4,20250120,Consulta saldo,1,93,24,0
851,184,1,20250531,Crédito,1,142,19,0
852,365,2,20250108,Transferencias,1,421,26,0
853,97,2,20250414,Bloqueo tarjeta,1,598,25,0
854,65,2,20250327,Inversiones,1,167,1,0
855,224,1,20250121,Bloqueo tarjeta,1,169,6,0
856,357,3,20250221,Inversiones,0,648,28,0
857,116,2,20250417,Bloqueo tarjeta,0,220,28,0
858,211,3,20250516,Bloqueo tarjeta,1,589,37,0
859,58,4,20250302,Transferencias,1,624,31,0
860,385,1,20250603,Reclamo,1,827,18,0
861,242,1,20250417,Consulta saldo,0,675,48,0
862,314,3,20250603,Transferencias,1,84,22,0
863,294,1,20250525,Inversiones,1,781,22,0
864,19,4,20250412,Consulta saldo,0,741,39,0
865,87,2,20250626,Bloqueo tarjeta,1,616,4,0
866,43,3,20250610,Consulta saldo,1,159,33,0
867,141,3,20250128,Transferencias,1,293,1,0
868,338,2,20250604,Crédito,0,487,24,0
869,442,3,20250326,Crédito,1,63,22,0
870,254,1,20250131,Consulta saldo,0,800,27,0
871,376,2,20250222,Consulta saldo,1,892,23,0
872,238,1,20250121,Consulta saldo,0,438,31,1
873,200,4,20250625,Transferencias,1,515,17,0
874,230,4,20250217,Cuenta nueva,1,421,44,0
875,273,2,20250331,Consulta saldo,0,682,23,0
876,137,4,20250420,Bloqueo tarjeta,0,851,7,1
877,345,2,20250513,Consulta saldo,1,632,50,0
878,281,1,20250217,Consulta saldo,1,40,44,0
879,351,1,20250127,Bloqueo tarjeta,1,486,23,0
880,48,1,20250224,Consulta saldo,1,88,39,0
881,363,3,20250629,Transferencias,0,152,6,0
882,496,2,20250213,Transferencias,0,219,8,0
883,473,2,20250310,Transferencias,0,313,50,0
884,142,3,20250625,Crédito,1,825,4,0
885,136,1,20250413,Cuenta nueva,1,212,29,0
886,331,4,20250116,Bloqueo tarjeta,1,533,7,0
887,468,3,20250218,Transferencias,1,482,46,0
888,398,1,20250304,Crédito,1,486,2,0
889,200,2,20250405,Consulta saldo,1,302,10,0
890,482,4,20250611,Bloqueo tarjeta,1,819,32,0
891,36,2,20250414,Crédito,1,583,15,0
892,291,4,20250113,Bloqueo tarjeta,0,578,23,1
893,188,1,20250313,Transferencias,0,577,22,1
894,21,3,20250425,Consulta saldo,1,423,43,0
895,184,3,20250210,Transferencias,0,528,6,0
896,304,1,20250424,Consulta saldo,1,274,32,0
897,495,3,20250403,Bloqueo tarjeta,1,884,29,0
898,208,1,20250102,Crédito,1,151,14,0
899,275,2,20250622,Inversiones,0,182,48,0
900,465,3,20250102,Consulta saldo,1,663,3,0
901,464,2,20250223,Transferencias,1,344,7,0
902,55,1,20250420,Crédito,1,146,32,0
903,173,2,20250526,Consulta saldo,1,860,48,0
904,71,1,20250613,Transferencias,0,359,14,0
905,213,1,20250506,Consulta saldo,1,202,45,0
906,69,1,20250318,Transferencias,1,132,41,0
907,4,3,20250513,Bloqueo tarjeta,1,37,12,0
908,414,2,20250123,Bloqueo tarjeta,0,841,50,0
909,123,1,20250207,Bloqueo tarjeta,1,208,40,0
910,46,2,20250602,Transferencias,1,672,20,0
911,272,1,20250314,Consulta saldo,1,127,40,0
912,395,3,20250328,Consulta saldo,1,671,43,0
913,433,1,20250209,Consulta saldo,1,515,32,0
914,146,3,20250206,Transferencias,1,244,28,0
915,54,2,20250311,Bloqueo tarjeta,0,788,4,0
916,459,3,20250206,Consulta saldo,1,270,47,0
917,460,2,20250419,Crédito,1,363,15,0
918,103,1,20250111,Bloqueo tarjeta,1,414,15,0
919,111,2,20250116,Bloqueo tarjeta,1,654,30,0
920,184,1,20250213,Consulta saldo,1,306,13,0
921,57,1,20250305,Consulta saldo,1,506,30,0
922,81,3,20250406,Consulta saldo,1,838,41,0
923,45,1,20250529,Crédito,0,451,34,0
924,220,2,20250219,Consulta saldo,1,783,16,0
925,485,2,20250211,Cuenta nueva,1,182,37,0
926,394,4,20250114,Bloqueo tarjeta,1,546,3,0
927,51,2,20250417,Transferencias,0,493,32,1
928,68,1,20250525,Cuenta nueva,1,397,19,0
929,83,4,20250221,Transferencias,1,750,30,0
930,71,2,20250524,Bloqueo tarjeta,0,750,26,1
931,37,2,20250321,Inversiones,1,424,45,0
932,485,1,20250317,Consulta saldo,1,657,35,0
933,172,1,20250526,Transferencias,1,783,4,0
934,197,4,20250531,Consulta saldo,1,404,30,0
935,35,1,20250502,Transferencias,1,604,46,0
936,245,4,20250205,Consulta saldo,1,785,49,0
937,116,4,20250528,Crédito,1,358,23,0
938,177,3,20250317,Consulta saldo,1,493,32,0
939,423,3,20250517,Transferencias,1,575,19,0
940,482,1,20250420,Transferencias,1,97,13,0
941,490,1,20250403,Consulta saldo,0,108,7,1
942,488,1,20250123,Consulta saldo,1,672,2,0
943,178,4,20250314,Consulta saldo,1,460,29,0
944,411,1,20250621,Consulta saldo,1,267,34,0
945,168,2,20250611,Transferencias,1,527,38,0
946,291,2,20250623,Bloqueo tarjeta,1,165,20,0
947,395,1,20250226,Reclamo,1,895,4,0
948,83,1,20250212,Transferencias,0,758,35,1
949,83,3,20250227,Crédito,0,273,8,1
950,288,1,20250319,Consulta saldo,1,754,3,0
951,500,4,20250611,Bloqueo tarjeta,1,196,35,0
952,75,4,20250304,Bloqueo tarjeta,1,499,21,0
953,332,4,20250201,Bloqueo tarjeta,1,752,19,0
954,294,1,20250429,Reclamo,0,712,10,0
955,246,4,20250630,Consulta saldo,1,71,9,0
956,113,1,20250618,Transferencias,1,486,23,0
957,114,1,20250111,Transferencias,1,830,50,0
958,344,1,20250307,Bloqueo tarjeta,1,119,33,0
959,29,2,20250407,Bloqueo tarjeta,1,712,24,0
960,7,3,20250405,Bloqueo tarjeta,1,321,23,0
961,373,4,20250310,Consulta saldo,0,484,48,0
962,374,1,20250410,Inversiones,1,454,9,0
963,445,1,20250520,Bloqueo tarjeta,1,567,22,0
964,210,4,20250130,Consulta saldo,0,684,18,0
965,96,3,20250515,Consulta saldo,0,882,25,1
966,253,3,20250402,Transferencias,1,602,48,0
967,490,1,20250408,Consulta saldo,1,685,41,0
968,252,2,20250404,Bloqueo tarjeta,0,734,42,1
969,382,1,20250125,Consulta saldo,0,400,38,0
970,419,1,20250428,Reclamo,1,152,24,0
971,30,2,20250524,Consulta saldo,0,179,21,0
972,326,1,20250605,Bloqueo tarjeta,1,394,4,0
973,393,2,20250310,Bloqueo tarjeta,0,673,12,0
974,433,1,20250525,Bloqueo tarjeta,1,731,20,0
975,181,3,20250322,Transferencias,1,873,10,0
976,175,2,20250105,Bloqueo tarjeta,1,196,7,0
977,287,2,20250205,Crédito,0,658,45,0
978,59,2,20250528,Crédito,1,457,30,0
979,160,3,20250104,Bloqueo tarjeta,0,737,24,1
980,89,4,20250429,Reclamo,1,756,20,0
981,73,3,20250124,Crédito,1,734,15,0
982,391,1,20250305,Bloqueo tarjeta,0,832,8,1
983,338,2,20250425,Consulta saldo,1,555,38,0
984,342,1,20250116,Consulta saldo,1,40,49,0
985,103,1,20250126,Transferencias,1,219,43,0
986,486,1,20250301,Cuenta nueva,0,623,23,1
987,51,3,20250525,Transferencias,1,869,38,0
988,462,1,20250117,Consulta saldo,1,802,35,0
989,363,1,20250124,Bloqueo tarjeta,1,516,24,0
990,428,1,20250619,Consulta saldo,1,393,25,0
991,161,2,20250407,Crédito,1,156,30,0
992,286,1,20250117,Transferencias,0,769,3,1
993,352,2,20250404,Crédito,1,891,29,0
994,439,2,20250218,Bloqueo tarjeta,0,101,31,0
995,203,1,20250306,Transferencias,1,478,34,0
996,303,1,20250622,Bloqueo tarjeta,1,134,48,0
997,433,1,20250203,Consulta saldo,1,443,8,0
998,393,2,20250227,Crédito,1,625,38,0
999,244,3,20250325,Bloqueo tarjeta,1,712,39,0
1000,63,2,20250416,Bloqueo tarjeta,1,286,32,0
1001,28,2,20250408,Consulta saldo,1,880,5,0
1002,168,1,20250422,Transferencias,1,186,20,0
1003,393,1,20250520,Crédito,1,534,30,0
1004,176,2,20250210,Consulta saldo,1,858,35,0
1005,469,4,20250501,Bloqueo tarjeta,1,151,25,0
1006,91,4,20250411,Consulta saldo,1,600,43,0
1007,367,3,20250329,Consulta saldo,1,428,32,0
1008,293,3,20250119,Transferencias,1,511,31,0
1009,303,1,20250528,Consulta saldo,1,416,40,0
1010,303,3,20250612,Consulta saldo,1,76,9,0
1011,321,3,20250312,Crédito,1,379,25,0
1012,339,1,20250114,Bloqueo tarjeta,1,280,16,0
1013,445,1,20250221,Transferencias,1,342,8,0
1014,443,1,20250306,Bloqueo tarjeta,1,462,37,0
1015,12,2,20250529,Bloqueo tarjeta,1,354,25,0
1016,354,1,20250513,Bloqueo tarjeta,1,721,14,0
1017,315,2,20250316,Bloqueo tarjeta,0,336,24,0
1018,436,2,20250216,Consulta saldo,0,578,14,1
1019,381,4,20250110,Consulta saldo,1,124,46,0
1020,272,2,20250504,Transferencias,1,516,28,0
1021,412,3,20250212,Consulta saldo,1,337,28,0
1022,264,1,20250618,Consulta saldo,1,494,43,0
1023,96,4,20250506,Bloqueo tarjeta,1,620,32,0
1024,480,4,20250222,Bloqueo tarjeta,0,683,35,0
1025,187,2,20250430,Bloqueo tarjeta,1,503,10,0
1026,211,3,20250205,Crédito,0,356,5,0
1027,308,3,20250409,Consulta saldo,1,271,26,0
1028,159,1,20250204,Crédito,1,505,32,0
1029,140,2,20250514,Consulta saldo,0,169,2,1
1030,370,2,20250322,Consulta saldo,1,527,2,0
1031,33,4,20250128,Consulta saldo,1,446,24,0
1032,432,4,20250622,Crédito,1,173,16,0
1033,425,3,20250119,Bloqueo tarjeta,0,624,50,0
1034,414,4,20250316,Consulta saldo,1,350,22,0
1035,217,2,20250524,Consulta saldo,0,253,10,1
1036,252,2,20250209,Transferencias,1,576,24,0
1037,494,1,20250604,Transferencias,1,314,10,0
1038,496,3,20250316,Consulta saldo,0,650,3,0
1039,123,4,20250626,Crédito,1,289,36,0
1040,351,2,20250410,Inversiones,1,154,35,0
1041,475,2,20250228,Reclamo,1,291,20,0
1042,456,3,20250130,Consulta saldo,1,194,29,0
1043,18,4,20250611,Bloqueo tarjeta,0,310,6,0
1044,217,3,20250416,Bloqueo tarjeta,0,869,7,0
1045,417,2,20250609,Transferencias,1,590,48,0
1046,95,3,20250315,Transferencias,0,675,29,0
1047,43,2,20250201,Bloqueo tarjeta,1,143,11,0
1048,67,3,20250217,Transferencias,0,897,39,0
1049,352,2,20250315,Consulta saldo,1,637,21,0
1050,194,1,20250307,Bloqueo tarjeta,1,884,37,0
1051,321,4,20250201,Transferencias,0,264,6,0
1052,220,3,20250209,Bloqueo tarjeta,1,644,17,0
1053,8,4,20250203,Transferencias,1,765,34,0
1054,61,4,20250425,Transferencias,1,259,46,0
1055,383,4,20250207,Consulta saldo,0,536,25,1
1056,97,1,20250220,Crédito,0,458,12,0
1057,465,1,20250201,Transferencias,1,284,24,0
1058,447,2,20250522,Bloqueo tarjeta,1,361,45,0
1059,306,1,20250422,Bloqueo tarjeta,1,292,5,0
1060,466,1,20250118,Consulta saldo,1,392,39,0
1061,130,2,20250626,Consulta saldo,0,546,40,1
1062,298,1,20250422,Transferencias,0,213,17,1
1063,364,1,20250430,Consulta saldo,1,573,28,0
1064,447,1,20250209,Consulta saldo,1,884,18,0
1065,314,4,20250612,Inversiones,1,879,49,0
1066,252,1,20250317,Bloqueo tarjeta,0,812,10,0
1067,118,3,20250621,Consulta saldo,1,217,3,0
1068,459,1,20250409,Consulta saldo,1,536,3,0
1069,58,4,20250412,Bloqueo tarjeta,1,896,47,0
1070,428,1,20250204,Consulta saldo,1,202,48,0
1071,299,1,20250527,Transferencias,0,34,34,0
