encuesta_id,cliente_id,canal_id,fecha_id,score_nps,categoria,comentario,producto,fecha_envio
304,405,1,20250111,5,Detractor,Necesito más sucursales,Tarjeta crédito,2025-01-11T17:54:00
305,208,3,20250129,5,Detractor,Muy fácil de usar,Cuenta corriente,2025-01-29T14:42:00
306,72,2,20250106,0,Detractor,Necesito más sucursales,Cuenta corriente,2025-01-06T12:24:00
307,386,1,20250115,1,Detractor,Muy fácil de usar,Préstamo personal,2025-01-15T17:46:00
308,134,2,20250101,4,Detractor,Necesito más sucursales,Cuenta corriente,2025-01-01T18:07:00
309,82,2,20250110,3,Detractor,Sin comentario,Cuenta corriente,2025-01-10T18:58:00
310,315,1,20250112,2,Detractor,Excelente app,CDT,2025-01-12T10:29:00
311,192,2,20250120,5,Detractor,Perfecto,Nómina,2025-01-20T18:52:00
312,127,3,20250125,1,Detractor,Tardaron mucho,Nómina,2025-01-25T15:33:00
313,40,4,20250112,5,Detractor,Tardaron mucho,Cuenta corriente,2025-01-12T16:57:00
314,294,2,20250107,4,Detractor,Excelente app,Préstamo personal,2025-01-07T16:28:00
315,106,3,20250122,0,Detractor,Perfecto,Cuenta corriente,2025-01-22T16:28:00
316,233,1,20250102,6,Detractor,Mejorar tiempos,CDT,2025-01-02T17:03:00
317,345,3,20250115,4,Detractor,Muy buena atención,CDT,2025-01-15T12:52:00
318,112,2,20250124,0,Detractor,Muy buena atención,CDT,2025-01-24T13:44:00
319,31,4,20250118,0,Detractor,Tardaron mucho,CDT,2025-01-18T08:18:00
320,394,1,20250106,3,Detractor,Mejorar tiempos,Préstamo personal,2025-01-06T14:28:00
321,465,1,20250130,6,Detractor,Tardaron mucho,Nómina,2025-01-30T10:41:00
322,61,1,20250112,6,Detractor,Mejorar tiempos,Nómina,2025-01-12T10:46:00
323,2,3,20250127,1,Detractor,Sin comentario,CDT,2025-01-27T18:46:00
324,273,1,20250114,4,Detractor,Necesito más sucursales,Tarjeta crédito,2025-01-14T15:22:00
325,97,4,20250109,1,Detractor,Tardaron mucho,Cuenta corriente,2025-01-09T18:26:00
326,480,4,20250125,4,Detractor,Muy buena atención,Tarjeta crédito,2025-01-25T11:04:00
327,18,2,20250120,0,Detractor,Muy buena atención,Tarjeta crédito,2025-01-20T08:25:00
328,277,1,20250108,3,Detractor,Muy buena atención,Tarjeta crédito,2025-01-08T16:18:00
329,470,3,20250127,1,Detractor,Muy fácil de usar,Nómina,2025-01-27T17:49:00
330,165,1,20250127,5,Detractor,Excelente app,Nómina,2025-01-27T11:26:00
331,32,2,20250109,2,Detractor,Excelente app,CDT,2025-01-09T16:31:00
332,483,2,20250112,0,Detractor,Mejorar tiempos,Nómina,2025-01-12T13:44:00
333,77,1,20250114,3,Detractor,Excelente app,Nómina,2025-01-14T15:15:00
334,440,3,20250210,9,Promotor,Perfecto,Cuenta corriente,2025-02-10T16:26:00
335,272,1,20250218,10,Promotor,Necesito más sucursales,Préstamo personal,2025-02-18T11:21:00
336,434,1,20250215,9,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-15T12:24:00
337,38,1,20250228,9,Promotor,Necesito más sucursales,CDT,2025-02-28T11:55:00
338,490,4,20250210,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-02-10T09:47:00
339,357,2,20250208,10,Promotor,Necesito más sucursales,CDT,2025-02-08T11:35:00
340,145,2,20250225,10,Promotor,Muy fácil de usar,Préstamo personal,2025-02-25T12:23:00
341,51,3,20250215,10,Promotor,Perfecto,Préstamo personal,2025-02-15T11:23:00
342,24,2,20250214,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-02-14T08:16:00
343,79,1,20250210,10,Promotor,Necesito más sucursales,CDT,2025-02-10T17:53:00
344,282,2,20250216,9,Promotor,Muy fácil de usar,Préstamo personal,2025-02-16T15:46:00
345,87,3,20250215,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-02-15T10:46:00
346,470,4,20250206,10,Promotor,Muy buena atención,Nómina,2025-02-06T08:53:00
347,343,1,20250227,9,Promotor,Muy buena atención,CDT,2025-02-27T10:53:00
348,363,1,20250203,9,Promotor,Necesito más sucursales,Nómina,2025-02-03T15:23:00
349,327,2,20250220,9,Promotor,Perfecto,CDT,2025-02-20T08:00:00
350,9,2,20250201,10,Promotor,Sin comentario,Nómina,2025-02-01T12:01:00
351,482,4,20250226,10,Promotor,Tardaron mucho,Cuenta corriente,2025-02-26T16:09:00
352,318,2,20250207,9,Promotor,Muy fácil de usar,Préstamo personal,2025-02-07T14:05:00
353,236,2,20250213,10,Promotor,Necesito más sucursales,Préstamo personal,2025-02-13T18:52:00
354,440,2,20250221,9,Promotor,Muy buena atención,Cuenta corriente,2025-02-21T14:24:00
355,244,1,20250218,10,Promotor,Muy buena atención,Tarjeta crédito,2025-02-18T09:31:00
356,402,1,20250221,10,Promotor,Tardaron mucho,Nómina,2025-02-21T08:14:00
357,355,4,20250228,9,Promotor,Perfecto,Préstamo personal,2025-02-28T08:59:00
358,474,1,20250222,9,Promotor,Muy buena atención,Tarjeta crédito,2025-02-22T13:01:00
359,74,3,20250219,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-19T12:10:00
360,428,3,20250219,9,Promotor,Muy fácil de usar,CDT,2025-02-19T10:50:00
361,382,4,20250217,9,Promotor,Muy buena atención,Cuenta corriente,2025-02-17T14:14:00
362,310,3,20250211,9,Promotor,Mejorar tiempos,Préstamo personal,2025-02-11T08:40:00
363,231,2,20250226,10,Promotor,Muy fácil de usar,Nómina,2025-02-26T14:27:00
364,300,2,20250222,9,Promotor,Tardaron mucho,Nómina,2025-02-22T12:51:00
365,38,1,20250223,9,Promotor,Excelente app,CDT,2025-02-23T18:09:00
366,185,1,20250211,10,Promotor,Muy buena atención,Préstamo personal,2025-02-11T15:23:00
367,68,1,20250204,10,Promotor,Mejorar tiempos,CDT,2025-02-04T16:35:00
368,14,1,20250204,10,Promotor,Tardaron mucho,Nómina,2025-02-04T17:50:00
369,198,1,20250228,10,Promotor,Mejorar tiempos,CDT,2025-02-28T09:46:00
370,267,1,20250219,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-02-19T10:17:00
371,253,1,20250209,10,Promotor,Excelente app,CDT,2025-02-09T12:26:00
372,401,1,20250216,10,Promotor,Sin comentario,Tarjeta crédito,2025-02-16T18:31:00
373,55,1,20250215,9,Promotor,Muy buena atención,CDT,2025-02-15T13:53:00
374,442,1,20250226,10,Promotor,Muy fácil de usar,CDT,2025-02-26T18:38:00
375,165,2,20250210,9,Promotor,Necesito más sucursales,CDT,2025-02-10T13:11:00
376,150,3,20250211,10,Promotor,Perfecto,Nómina,2025-02-11T11:20:00
377,419,3,20250209,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-02-09T17:12:00
378,394,2,20250222,9,Promotor,Perfecto,Tarjeta crédito,2025-02-22T15:51:00
379,355,1,20250227,10,Promotor,Mejorar tiempos,CDT,2025-02-27T10:40:00
380,130,2,20250208,10,Promotor,Mejorar tiempos,CDT,2025-02-08T09:28:00
381,206,2,20250219,10,Promotor,Mejorar tiempos,Nómina,2025-02-19T08:50:00
382,459,3,20250223,10,Promotor,Tardaron mucho,Cuenta corriente,2025-02-23T11:42:00
383,332,2,20250206,10,Promotor,Mejorar tiempos,Préstamo personal,2025-02-06T14:06:00
384,133,1,20250204,9,Promotor,Necesito más sucursales,CDT,2025-02-04T13:25:00
385,348,2,20250225,10,Promotor,Excelente app,Préstamo personal,2025-02-25T08:30:00
386,213,4,20250210,9,Promotor,Tardaron mucho,Cuenta corriente,2025-02-10T10:22:00
387,234,3,20250211,10,Promotor,Perfecto,Préstamo personal,2025-02-11T15:06:00
388,357,2,20250224,10,Promotor,Tardaron mucho,Préstamo personal,2025-02-24T08:51:00
389,435,1,20250201,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-01T11:33:00
390,82,1,20250218,9,Promotor,Mejorar tiempos,CDT,2025-02-18T11:51:00
391,95,1,20250221,10,Promotor,Mejorar tiempos,CDT,2025-02-21T08:47:00
392,304,2,20250215,9,Promotor,Muy buena atención,Tarjeta crédito,2025-02-15T11:17:00
393,53,3,20250219,9,Promotor,Excelente app,Préstamo personal,2025-02-19T13:12:00
394,135,3,20250204,10,Promotor,Perfecto,Nómina,2025-02-04T18:20:00
395,201,2,20250220,10,Promotor,Muy fácil de usar,Préstamo personal,2025-02-20T15:39:00
396,345,3,20250227,9,Promotor,Sin comentario,Nómina,2025-02-27T17:05:00
397,61,1,20250211,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-11T13:44:00
398,199,2,20250217,9,Promotor,Excelente app,Nómina,2025-02-17T14:27:00
399,326,2,20250216,9,Promotor,Excelente app,Nómina,2025-02-16T10:31:00
400,96,1,20250205,10,Promotor,Perfecto,Nómina,2025-02-05T08:55:00
401,249,1,20250201,10,Promotor,Mejorar tiempos,Nómina,2025-02-01T16:41:00
402,351,2,20250214,10,Promotor,Perfecto,CDT,2025-02-14T10:05:00
403,390,1,20250226,9,Promotor,Muy buena atención,Préstamo personal,2025-02-26T11:34:00
404,400,2,20250206,10,Promotor,Perfecto,Nómina,2025-02-06T16:07:00
405,397,2,20250209,9,Promotor,Muy fácil de usar,Nómina,2025-02-09T08:48:00
406,112,4,20250218,10,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-18T12:55:00
407,135,1,20250215,9,Promotor,Tardaron mucho,CDT,2025-02-15T09:49:00
408,416,3,20250207,9,Promotor,Muy fácil de usar,Nómina,2025-02-07T18:27:00
409,72,3,20250220,9,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-20T17:22:00
410,276,1,20250220,10,Promotor,Sin comentario,Préstamo personal,2025-02-20T17:17:00
411,493,3,20250205,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-05T12:55:00
412,444,1,20250223,9,Promotor,Excelente app,Préstamo personal,2025-02-23T11:48:00
413,73,2,20250216,10,Promotor,Sin comentario,CDT,2025-02-16T14:28:00
414,407,4,20250221,9,Promotor,Tardaron mucho,CDT,2025-02-21T16:47:00
415,480,4,20250223,10,Promotor,Perfecto,CDT,2025-02-23T13:37:00
416,397,3,20250228,9,Promotor,Tardaron mucho,CDT,2025-02-28T18:42:00
417,33,3,20250228,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-02-28T14:52:00
418,138,1,20250216,9,Promotor,Sin comentario,Préstamo personal,2025-02-16T16:36:00
419,437,2,20250219,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-02-19T08:06:00
420,64,4,20250201,10,Promotor,Excelente app,CDT,2025-02-01T15:00:00
421,353,4,20250207,10,Promotor,Sin comentario,Tarjeta crédito,2025-02-07T12:05:00
422,43,1,20250209,10,Promotor,Excelente app,Cuenta corriente,2025-02-09T14:40:00
423,359,3,20250224,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-24T09:00:00
424,40,1,20250216,9,Promotor,Necesito más sucursales,Nómina,2025-02-16T18:28:00
425,357,1,20250201,9,Promotor,Tardaron mucho,CDT,2025-02-01T10:30:00
426,197,1,20250208,9,Promotor,Tardaron mucho,Cuenta corriente,2025-02-08T13:23:00
427,196,3,20250205,10,Promotor,Excelente app,Tarjeta crédito,2025-02-05T09:33:00
428,333,1,20250220,9,Promotor,Muy fácil de usar,Tarjeta crédito,2025-02-20T18:47:00
429,316,3,20250214,9,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-14T09:08:00
430,374,2,20250219,9,Promotor,Mejorar tiempos,Préstamo personal,2025-02-19T10:15:00
431,44,1,20250221,10,Promotor,Sin comentario,Cuenta corriente,2025-02-21T18:56:00
432,266,2,20250207,10,Promotor,Necesito más sucursales,CDT,2025-02-07T12:41:00
433,460,3,20250226,9,Promotor,Necesito más sucursales,CDT,2025-02-26T14:07:00
434,327,2,20250216,9,Promotor,Muy buena atención,Préstamo personal,2025-02-16T13:08:00
435,430,2,20250228,10,Promotor,Muy fácil de usar,Nómina,2025-02-28T18:11:00
436,38,1,20250225,10,Promotor,Tardaron mucho,Cuenta corriente,2025-02-25T12:13:00
437,486,3,20250202,9,Promotor,Sin comentario,Nómina,2025-02-02T14:27:00
438,328,2,20250203,10,Promotor,Excelente app,Préstamo personal,2025-02-03T09:19:00
439,472,1,20250217,9,Promotor,Excelente app,Nómina,2025-02-17T13:25:00
440,358,2,20250210,9,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-10T11:05:00
441,233,2,20250204,10,Promotor,Muy buena atención,Préstamo personal,2025-02-04T18:47:00
442,7,3,20250204,9,Promotor,Muy buena atención,Tarjeta crédito,2025-02-04T15:22:00
443,191,1,20250206,10,Promotor,Sin comentario,Cuenta corriente,2025-02-06T08:21:00
444,269,1,20250209,10,Promotor,Tardaron mucho,CDT,2025-02-09T15:32:00
445,256,4,20250202,10,Promotor,Excelente app,Préstamo personal,2025-02-02T10:16:00
446,346,3,20250219,9,Promotor,Necesito más sucursales,Nómina,2025-02-19T08:02:00
447,24,2,20250208,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-02-08T10:59:00
448,412,4,20250218,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-02-18T13:15:00
449,164,1,20250224,10,Promotor,Tardaron mucho,Nómina,2025-02-24T13:07:00
450,115,3,20250206,9,Promotor,Muy buena atención,CDT,2025-02-06T09:56:00
451,145,3,20250228,10,Promotor,Sin comentario,Préstamo personal,2025-02-28T09:35:00
452,189,1,20250201,10,Promotor,Sin comentario,Nómina,2025-02-01T11:29:00
453,498,2,20250219,10,Promotor,Necesito más sucursales,Nómina,2025-02-19T11:09:00
454,13,1,20250214,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-02-14T13:00:00
455,378,3,20250228,10,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-28T16:15:00
456,493,1,20250216,10,Promotor,Excelente app,Préstamo personal,2025-02-16T09:02:00
457,267,2,20250228,9,Promotor,Muy fácil de usar,CDT,2025-02-28T09:37:00
458,69,2,20250217,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-17T17:36:00
459,340,4,20250214,9,Promotor,Necesito más sucursales,Préstamo personal,2025-02-14T12:54:00
460,202,3,20250226,10,Promotor,Muy fácil de usar,Préstamo personal,2025-02-26T15:17:00
461,484,1,20250203,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-03T09:10:00
462,161,2,20250215,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-02-15T15:19:00
463,437,1,20250209,10,Promotor,Excelente app,Préstamo personal,2025-02-09T17:02:00
464,439,1,20250227,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-27T13:25:00
465,154,1,20250222,9,Promotor,Excelente app,Cuenta corriente,2025-02-22T14:54:00
466,384,2,20250218,10,Promotor,Tardaron mucho,CDT,2025-02-18T09:51:00
467,7,1,20250204,9,Promotor,Necesito más sucursales,Tarjeta crédito,2025-02-04T11:52:00
468,352,2,20250212,10,Promotor,Tardaron mucho,Nómina,2025-02-12T17:16:00
469,34,1,20250201,9,Promotor,Perfecto,Tarjeta crédito,2025-02-01T09:57:00
470,22,4,20250204,10,Promotor,Muy buena atención,Tarjeta crédito,2025-02-04T17:27:00
471,16,2,20250216,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-02-16T13:13:00
472,144,2,20250209,9,Promotor,Excelente app,Cuenta corriente,2025-02-09T17:39:00
473,152,2,20250221,9,Promotor,Perfecto,Cuenta corriente,2025-02-21T09:17:00
474,215,1,20250205,10,Promotor,Necesito más sucursales,Nómina,2025-02-05T08:24:00
475,279,3,20250216,10,Promotor,Muy fácil de usar,Nómina,2025-02-16T16:20:00
476,93,1,20250209,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-09T12:03:00
477,184,3,20250217,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-02-17T09:15:00
478,274,3,20250209,9,Promotor,Muy buena atención,Tarjeta crédito,2025-02-09T17:54:00
479,479,3,20250212,10,Promotor,Excelente app,Tarjeta crédito,2025-02-12T11:37:00
480,378,3,20250226,10,Promotor,Muy buena atención,Préstamo personal,2025-02-26T17:36:00
481,486,1,20250219,9,Promotor,Perfecto,Nómina,2025-02-19T12:11:00
482,47,1,20250202,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-02T16:30:00
483,470,2,20250211,9,Promotor,Excelente app,Préstamo personal,2025-02-11T10:58:00
484,12,1,20250202,10,Promotor,Excelente app,Cuenta corriente,2025-02-02T16:55:00
485,192,3,20250203,10,Promotor,Mejorar tiempos,Nómina,2025-02-03T09:21:00
486,70,4,20250211,10,Promotor,Mejorar tiempos,CDT,2025-02-11T18:20:00
487,496,2,20250223,9,Promotor,Muy fácil de usar,Tarjeta crédito,2025-02-23T18:37:00
488,158,3,20250213,9,Promotor,Sin comentario,Tarjeta crédito,2025-02-13T10:46:00
489,486,2,20250223,9,Promotor,Muy buena atención,Tarjeta crédito,2025-02-23T17:20:00
490,290,1,20250221,9,Promotor,Perfecto,Tarjeta crédito,2025-02-21T13:47:00
491,178,4,20250208,9,Promotor,Excelente app,Cuenta corriente,2025-02-08T18:40:00
492,6,1,20250215,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-02-15T13:16:00
493,1,1,20250224,9,Promotor,Perfecto,CDT,2025-02-24T10:56:00
494,452,1,20250216,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-16T15:50:00
495,232,1,20250206,9,Promotor,Muy buena atención,Préstamo personal,2025-02-06T08:20:00
496,38,1,20250204,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-02-04T09:35:00
497,305,4,20250211,9,Promotor,Perfecto,Cuenta corriente,2025-02-11T14:41:00
498,456,2,20250220,9,Promotor,Muy buena atención,Cuenta corriente,2025-02-20T13:13:00
499,357,2,20250214,9,Promotor,Sin comentario,Préstamo personal,2025-02-14T12:15:00
500,202,2,20250202,9,Promotor,Perfecto,Tarjeta crédito,2025-02-02T08:23:00
501,45,1,20250214,9,Promotor,Perfecto,Tarjeta crédito,2025-02-14T09:01:00
502,327,1,20250206,9,Promotor,Tardaron mucho,CDT,2025-02-06T09:19:00
503,251,4,20250216,10,Promotor,Sin comentario,Cuenta corriente,2025-02-16T18:34:00
504,190,4,20250206,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-02-06T15:02:00
505,239,1,20250215,10,Promotor,Sin comentario,Nómina,2025-02-15T08:09:00
506,343,1,20250203,9,Promotor,Mejorar tiempos,Nómina,2025-02-03T11:35:00
507,199,3,20250227,9,Promotor,Mejorar tiempos,Nómina,2025-02-27T18:55:00
508,452,1,20250219,10,Promotor,Sin comentario,Cuenta corriente,2025-02-19T14:57:00
509,293,4,20250217,9,Promotor,Excelente app,Cuenta corriente,2025-02-17T15:11:00
510,414,1,20250207,9,Promotor,Muy buena atención,CDT,2025-02-07T09:43:00
511,422,2,20250207,10,Promotor,Sin comentario,Préstamo personal,2025-02-07T09:05:00
512,204,2,20250218,10,Promotor,Sin comentario,Nómina,2025-02-18T15:58:00
513,359,2,20250226,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-26T14:09:00
514,302,2,20250219,9,Promotor,Tardaron mucho,Cuenta corriente,2025-02-19T17:49:00
515,147,4,20250226,9,Promotor,Muy fácil de usar,CDT,2025-02-26T12:24:00
516,312,2,20250219,10,Promotor,Excelente app,Préstamo personal,2025-02-19T14:09:00
517,203,4,20250202,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-02-02T08:47:00
518,460,1,20250209,10,Promotor,Muy fácil de usar,Préstamo personal,2025-02-09T12:17:00
519,357,3,20250228,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-02-28T12:47:00
520,423,1,20250225,10,Promotor,Mejorar tiempos,Nómina,2025-02-25T18:05:00
521,109,4,20250215,9,Promotor,Mejorar tiempos,CDT,2025-02-15T16:55:00
522,29,2,20250227,10,Promotor,Excelente app,Cuenta corriente,2025-02-27T12:45:00
523,400,4,20250205,10,Promotor,Muy buena atención,Tarjeta crédito,2025-02-05T11:56:00
524,30,1,20250227,9,Promotor,Perfecto,Cuenta corriente,2025-02-27T13:45:00
525,189,3,20250209,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-09T18:01:00
526,251,2,20250212,9,Promotor,Excelente app,CDT,2025-02-12T17:35:00
527,84,3,20250212,10,Promotor,Sin comentario,Cuenta corriente,2025-02-12T12:01:00
528,84,4,20250202,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-02-02T18:14:00
529,334,2,20250209,9,Promotor,Muy buena atención,Cuenta corriente,2025-02-09T15:58:00
530,89,2,20250221,9,Promotor,Muy buena atención,Tarjeta crédito,2025-02-21T12:38:00
531,496,3,20250223,10,Promotor,Sin comentario,CDT,2025-02-23T14:54:00
532,130,1,20250215,10,Promotor,Sin comentario,Nómina,2025-02-15T17:25:00
533,262,4,20250201,9,Promotor,Muy fácil de usar,Nómina,2025-02-01T18:38:00
534,351,1,20250210,10,Promotor,Tardaron mucho,Préstamo personal,2025-02-10T12:40:00
535,142,1,20250228,10,Promotor,Sin comentario,Tarjeta crédito,2025-02-28T10:33:00
536,413,4,20250202,9,Promotor,Mejorar tiempos,Préstamo personal,2025-02-02T18:08:00
537,255,4,20250221,9,Promotor,Sin comentario,CDT,2025-02-21T14:24:00
538,363,4,20250219,9,Promotor,Necesito más sucursales,Préstamo personal,2025-02-19T11:43:00
539,184,2,20250222,10,Promotor,Excelente app,Nómina,2025-02-22T10:18:00
540,66,3,20250216,9,Promotor,Excelente app,Préstamo personal,2025-02-16T18:05:00
541,115,3,20250212,9,Promotor,Sin comentario,CDT,2025-02-12T13:23:00
542,151,2,20250219,10,Promotor,Tardaron mucho,CDT,2025-02-19T08:55:00
543,456,1,20250216,9,Promotor,Tardaron mucho,CDT,2025-02-16T16:19:00
544,446,4,20250202,10,Promotor,Excelente app,Tarjeta crédito,2025-02-02T13:26:00
545,162,4,20250205,10,Promotor,Excelente app,Cuenta corriente,2025-02-05T15:21:00
546,325,1,20250211,9,Promotor,Perfecto,Préstamo personal,2025-02-11T11:48:00
547,392,1,20250219,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-02-19T17:27:00
548,220,4,20250213,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-02-13T08:34:00
549,192,4,20250224,9,Promotor,Muy fácil de usar,Nómina,2025-02-24T11:01:00
550,376,1,20250221,9,Promotor,Muy fácil de usar,Préstamo personal,2025-02-21T10:06:00
551,302,1,20250217,10,Promotor,Tardaron mucho,Cuenta corriente,2025-02-17T12:18:00
552,267,2,20250224,10,Promotor,Muy fácil de usar,CDT,2025-02-24T18:08:00
553,184,3,20250216,10,Promotor,Excelente app,CDT,2025-02-16T08:14:00
554,68,1,20250224,9,Promotor,Muy buena atención,Nómina,2025-02-24T16:10:00
555,365,2,20250212,9,Promotor,Muy buena atención,CDT,2025-02-12T18:16:00
556,25,2,20250220,9,Promotor,Muy buena atención,Cuenta corriente,2025-02-20T09:26:00
557,64,2,20250213,10,Promotor,Perfecto,Tarjeta crédito,2025-02-13T11:44:00
558,216,2,20250210,9,Promotor,Sin comentario,Nómina,2025-02-10T17:44:00
559,426,4,20250214,7,Pasivo,Tardaron mucho,Préstamo personal,2025-02-14T09:50:00
560,102,2,20250216,7,Pasivo,Sin comentario,Nómina,2025-02-16T11:22:00
561,83,1,20250210,8,Pasivo,Perfecto,Tarjeta crédito,2025-02-10T15:21:00
562,7,3,20250201,7,Pasivo,Tardaron mucho,Nómina,2025-02-01T18:31:00
563,400,2,20250203,7,Pasivo,Tardaron mucho,Préstamo personal,2025-02-03T18:14:00
564,136,2,20250210,8,Pasivo,Tardaron mucho,Tarjeta crédito,2025-02-10T08:54:00
565,411,3,20250212,8,Pasivo,Mejorar tiempos,Cuenta corriente,2025-02-12T09:54:00
566,437,1,20250201,7,Pasivo,Excelente app,Préstamo personal,2025-02-01T13:57:00
567,138,4,20250220,8,Pasivo,Tardaron mucho,Préstamo personal,2025-02-20T13:11:00
568,205,4,20250213,7,Pasivo,Sin comentario,CDT,2025-02-13T15:51:00
569,454,3,20250221,8,Pasivo,Tardaron mucho,Tarjeta crédito,2025-02-21T08:54:00
570,214,4,20250204,7,Pasivo,Perfecto,Nómina,2025-02-04T18:28:00
571,195,3,20250220,7,Pasivo,Muy buena atención,Tarjeta crédito,2025-02-20T15:58:00
572,455,2,20250204,8,Pasivo,Muy buena atención,Cuenta corriente,2025-02-04T12:41:00
573,361,4,20250201,8,Pasivo,Necesito más sucursales,Préstamo personal,2025-02-01T16:33:00
574,339,3,20250214,7,Pasivo,Perfecto,Préstamo personal,2025-02-14T18:43:00
575,430,3,20250205,8,Pasivo,Muy buena atención,Cuenta corriente,2025-02-05T18:59:00
576,435,2,20250217,7,Pasivo,Perfecto,Tarjeta crédito,2025-02-17T09:48:00
577,124,1,20250211,8,Pasivo,Sin comentario,Cuenta corriente,2025-02-11T16:14:00
578,419,1,20250213,8,Pasivo,Perfecto,CDT,2025-02-13T17:28:00
579,256,2,20250228,7,Pasivo,Tardaron mucho,CDT,2025-02-28T18:01:00
580,212,1,20250213,7,Pasivo,Muy buena atención,Cuenta corriente,2025-02-13T17:39:00
581,288,1,20250217,8,Pasivo,Perfecto,Préstamo personal,2025-02-17T13:52:00
582,115,3,20250227,7,Pasivo,Muy fácil de usar,Nómina,2025-02-27T17:38:00
583,337,1,20250223,8,Pasivo,Perfecto,Cuenta corriente,2025-02-23T09:48:00
584,175,1,20250201,7,Pasivo,Sin comentario,Nómina,2025-02-01T16:23:00
585,460,1,20250202,7,Pasivo,Excelente app,CDT,2025-02-02T09:16:00
586,62,4,20250207,7,Pasivo,Mejorar tiempos,Tarjeta crédito,2025-02-07T15:52:00
587,174,1,20250223,7,Pasivo,Mejorar tiempos,Cuenta corriente,2025-02-23T18:53:00
588,457,2,20250225,7,Pasivo,Excelente app,CDT,2025-02-25T08:33:00
589,479,2,20250218,7,Pasivo,Perfecto,Nómina,2025-02-18T10:44:00
590,418,1,20250224,7,Pasivo,Mejorar tiempos,Nómina,2025-02-24T17:56:00
591,452,2,20250217,8,Pasivo,Necesito más sucursales,Préstamo personal,2025-02-17T14:21:00
592,413,1,20250215,8,Pasivo,Mejorar tiempos,Nómina,2025-02-15T16:19:00
593,378,4,20250223,8,Pasivo,Necesito más sucursales,Tarjeta crédito,2025-02-23T11:39:00
594,177,4,20250222,8,Pasivo,Excelente app,Tarjeta crédito,2025-02-22T16:34:00
595,60,3,20250223,8,Pasivo,Perfecto,Nómina,2025-02-23T17:42:00
596,383,4,20250222,8,Pasivo,Sin comentario,CDT,2025-02-22T08:33:00
597,196,1,20250201,7,Pasivo,Muy buena atención,Tarjeta crédito,2025-02-01T12:48:00
598,350,1,20250210,7,Pasivo,Muy buena atención,Préstamo personal,2025-02-10T11:48:00
599,417,2,20250212,7,Pasivo,Necesito más sucursales,Nómina,2025-02-12T14:15:00
600,341,1,20250223,8,Pasivo,Mejorar tiempos,CDT,2025-02-23T14:50:00
601,28,1,20250218,8,Pasivo,Sin comentario,Tarjeta crédito,2025-02-18T17:55:00
602,116,4,20250227,8,Pasivo,Muy fácil de usar,Nómina,2025-02-27T16:47:00
603,372,4,20250225,7,Pasivo,Sin comentario,CDT,2025-02-25T10:43:00
604,493,1,20250206,7,Pasivo,Tardaron mucho,CDT,2025-02-06T08:27:00
605,136,1,20250218,8,Pasivo,Sin comentario,Cuenta corriente,2025-02-18T13:29:00
606,79,4,20250202,7,Pasivo,Muy buena atención,Nómina,2025-02-02T18:19:00
607,294,2,20250226,8,Pasivo,Tardaron mucho,Préstamo personal,2025-02-26T16:14:00
608,35,3,20250217,7,Pasivo,Excelente app,CDT,2025-02-17T16:34:00
